time,tx_bytes,tx_packets,drops
49.83,560341,4011,74
49.94,561012,4021,74
50.05,561616,4030,75
50.16,562217,4039,75
50.26,562887,4049,75
50.37,563465,4058,76
50.48,564137,4068,76
50.59,564740,4077,76
50.69,565342,4086,76
50.80,566079,4097,76
50.91,566750,4107,76
51.02,567287,4115,76
51.12,567958,4125,76
51.23,568560,4134,76
51.34,569097,4142,78
51.44,569633,4150,78
51.55,570304,4160,78
51.66,570840,4168,78
51.77,571579,4179,78
51.88,572179,4188,78
51.98,572848,4198,78
52.09,573519,4208,78
52.19,574054,4216,79
52.30,574657,4225,79
52.41,575327,4235,79
52.52,575933,4244,79
52.63,576604,4254,79
52.74,577273,4264,80
52.84,577541,4268,81
52.95,578212,4278,81
53.06,578816,4287,81
53.17,579550,4298,81
53.28,580153,4307,83
53.39,580556,4313,84
53.50,581095,4321,85
53.60,581698,4330,85
53.71,582235,4338,85
53.82,582905,4348,87
53.93,583442,4356,87
54.04,583979,4364,88
54.14,584515,4372,89
54.25,585251,4383,89
54.37,585854,4392,89
54.49,586526,4402,89
54.60,587262,4413,89
54.72,587796,4421,89
54.83,588467,4431,90
54.94,589135,4441,90
55.04,589807,4451,90
55.15,590411,4460,91
55.26,591081,4470,92
55.37,591683,4479,92
55.48,592356,4489,92
55.59,593026,4499,92
55.70,593630,4508,92
55.81,594232,4517,93
55.91,594836,4526,93
56.02,595505,4536,93
56.13,596108,4545,93
56.23,596778,4555,94
56.34,597382,4564,94
56.45,598051,4574,94
56.56,598724,4584,94
56.67,599328,4593,94
56.77,600064,4604,94
56.88,600666,4613,94
56.99,601201,4621,94
57.10,601869,4631,95
57.20,602471,4640,95
57.31,603075,4649,95
57.42,603745,4659,95
57.53,604349,4668,95
57.64,605020,4678,95
57.75,605690,4688,95
57.85,606293,4697,95
57.96,606963,4707,95
58.07,607565,4716,95
58.19,608235,4726,95
58.30,608906,4736,95
58.41,609510,4745,96
58.52,609982,4752,96
58.64,610718,4763,96
58.75,611321,4772,96
58.87,611923,4781,96
58.98,612594,4791,96
59.09,613263,4801,96
59.20,613866,4810,96
59.31,614470,4819,96
59.42,615140,4829,96
59.52,615813,4839,96
59.65,616483,4849,96
59.77,617020,4857,96
59.89,617554,4865,96
60.00,618157,4874,97
60.12,618828,4884,97
60.26,619497,4894,97
60.39,619834,4899,97
60.55,620440,4908,97
60.67,620844,4914,97
60.81,621313,4921,97
60.96,621581,4925,98
61.08,621985,4931,98
61.19,622252,4935,98
61.30,622787,4943,98
61.43,623389,4952,98
61.55,623994,4961,98
61.65,624734,4972,98
61.76,625337,4981,98
61.88,626075,4992,99
61.99,626679,5001,99
62.09,627349,5011,99
62.20,628085,5022,99
62.32,628621,5030,99
62.44,629291,5040,100
62.55,629830,5048,100
62.67,630498,5058,100
62.78,631167,5068,100
62.89,631833,5078,102
63.00,632233,5084,103
63.12,632834,5093,103
63.23,633503,5103,103
63.34,634103,5112,104
63.46,634776,5122,106
63.57,635246,5129,106
63.68,635380,5131,106
63.80,635380,5131,106
63.91,635380,5131,106
64.03,635380,5131,106
64.14,635380,5131,106
64.25,635380,5131,106
64.36,635380,5131,106
64.50,635380,5131,106
64.62,635380,5131,106
64.73,635380,5131,106
64.85,635380,5131,106
64.96,635380,5131,106
65.07,635380,5131,106
65.18,635380,5131,106
65.29,635380,5131,106
65.39,635380,5131,106
65.51,635380,5131,106
65.64,635380,5131,106
65.76,635380,5131,106
65.88,635380,5131,106
66.00,635380,5131,106
66.11,635380,5131,106
66.22,635380,5131,106
66.33,635380,5131,106
66.44,635380,5131,106
