time,tx_bytes,tx_packets,drops
28.46,707908,848,655
28.57,710434,851,662
28.68,712960,854,669
28.79,715486,857,675
28.90,718854,861,681
29.01,721380,864,688
29.12,723906,867,695
29.23,726432,870,702
29.33,729800,874,708
29.44,732326,877,715
29.55,734852,880,722
29.66,737378,883,729
29.77,739904,886,735
29.87,743272,890,740
29.98,745798,893,747
30.09,748324,896,754
30.20,750850,899,760
30.31,753376,902,766
30.42,756744,906,772
30.53,759270,909,778
30.63,761796,912,785
30.74,764322,915,791
30.85,767690,919,797
30.96,770216,922,802
31.07,772742,925,809
31.17,775268,928,816
31.29,778636,932,822
31.39,781162,935,829
31.50,783688,938,835
31.61,786214,941,842
31.71,788740,944,849
31.83,792108,948,855
31.93,794634,951,862
32.04,797160,954,868
32.15,799686,957,875
32.26,802212,960,881
32.37,805580,964,888
32.47,808106,967,893
32.58,810632,970,899
32.69,813158,973,906
32.80,815684,976,912
32.90,819052,980,918
33.02,821578,983,926
33.12,824104,986,933
33.23,826630,989,939
33.34,829998,993,945
33.45,832524,996,951
33.55,835050,999,957
33.66,837576,1002,964
33.77,840102,1005,971
33.87,842628,1008,977
33.98,845996,1012,983
34.09,848522,1015,990
34.20,851048,1018,996
34.30,853574,1021,1003
34.41,856100,1024,1009
34.52,859468,1028,1015
34.63,861994,1031,1021
34.74,864520,1034,1028
34.84,867046,1037,1034
34.95,869572,1040,1041
35.06,872940,1044,1048
35.17,875466,1047,1053
35.28,877992,1050,1060
35.39,880518,1053,1067
35.50,883886,1057,1072
35.60,886412,1060,1079
35.71,888938,1063,1085
35.82,891464,1066,1092
35.93,893990,1069,1098
36.04,897358,1073,1104
36.15,899884,1076,1111
36.26,902410,1079,1118
36.37,904936,1082,1124
36.47,908304,1086,1130
36.58,910830,1089,1135
36.69,913356,1092,1142
36.80,915882,1095,1148
36.91,919250,1099,1154
37.02,921776,1102,1161
37.13,924302,1105,1167
37.23,926828,1108,1174
37.34,929354,1111,1180
37.45,932722,1115,1186
37.56,935248,1118,1192
37.66,937774,1121,1199
37.77,940300,1124,1206
37.88,942826,1127,1212
37.99,946194,1131,1219
38.10,948720,1134,1225
38.21,951246,1137,1232
38.32,953772,1140,1239
38.43,957140,1144,1245
38.54,959666,1147,1251
38.64,962192,1150,1258
38.76,964718,1153,1264
38.86,968086,1157,1270
38.97,970612,1160,1276
39.08,973138,1163,1283
39.19,975664,1166,1289
39.29,978190,1169,1296
39.40,981558,1173,1302
39.51,984084,1176,1308
39.62,986610,1179,1315
39.73,989136,1182,1321
39.83,991662,1185,1328
39.94,995030,1189,1334
40.05,997556,1192,1340
40.16,1000082,1195,1346
40.27,1002608,1198,1352
40.37,1005134,1201,1359
40.49,1008502,1205,1365
40.59,1011028,1208,1371
40.70,1013554,1211,1378
40.81,1016080,1214,1384
40.92,1018676,1218,1389
41.02,1022044,1222,1395
41.13,1024570,1225,1402
41.24,1027096,1228,1409
41.35,1029622,1231,1415
41.46,1032148,1234,1421
41.56,1035516,1238,1427
41.67,1038042,1241,1433
41.78,1040568,1244,1440
41.89,1043094,1247,1447
42.00,1045620,1250,1453
42.10,1048988,1254,1459
42.21,1051514,1257,1465
42.32,1054040,1260,1471
42.43,1056566,1263,1477
42.54,1059934,1267,1483
42.65,1062460,1270,1489
42.76,1064986,1273,1495
42.87,1067512,1276,1502
42.97,1070880,1280,1508
43.08,1073406,1283,1514
43.19,1075932,1286,1521
43.30,1078458,1289,1527
43.41,1080984,1292,1534
43.51,1084352,1296,1539
43.62,1086878,1299,1546
43.73,1089404,1302,1553
43.84,1091930,1305,1559
43.94,1094456,1308,1566
44.05,1097824,1312,1572
44.16,1100350,1315,1578
44.27,1102876,1318,1585
44.37,1105402,1321,1591
44.48,1107928,1324,1598
44.59,1111296,1328,1604
44.70,1113822,1331,1611
44.81,1116348,1334,1617
44.92,1118874,1337,1624
45.03,1122242,1341,1630
45.14,1124768,1344,1635
45.24,1127294,1347,1642
45.35,1129820,1350,1648
45.46,1132346,1353,1655
45.57,1135714,1357,1660
45.68,1138240,1360,1667
45.79,1140766,1363,1672
45.90,1143292,1366,1679
46.01,1146660,1370,1685
46.12,1149186,1373,1691
46.23,1151712,1376,1698
46.33,1154238,1379,1705
46.44,1156764,1382,1712
46.55,1160132,1386,1718
46.66,1162658,1389,1724
46.77,1165184,1392,1730
46.88,1167710,1395,1737
46.98,1171078,1399,1743
47.09,1173604,1402,1749
47.20,1176130,1405,1756
47.31,1178656,1408,1763
47.42,1181182,1411,1769
47.53,1184550,1415,1774
47.63,1187076,1418,1781
47.74,1189602,1421,1788
47.85,1192128,1424,1794
47.95,1194654,1427,1801
48.06,1198022,1431,1807
48.17,1200548,1434,1813
48.28,1203074,1437,1819
48.38,1205600,1440,1826
48.50,1208126,1443,1832
48.60,1211494,1447,1838
48.71,1214020,1450,1844
48.82,1216546,1453,1850
48.93,1219072,1456,1857
49.04,1222440,1460,1863
49.15,1224966,1463,1869
49.25,1227492,1466,1876
49.36,1230018,1469,1882
49.47,1232544,1472,1889
49.58,1235912,1476,1895
49.68,1238438,1479,1901
49.79,1240964,1482,1907
49.90,1243490,1485,1914
50.01,1246016,1488,1921
50.12,1249384,1492,1926
50.23,1251910,1495,1933
50.34,1254436,1498,1940
50.45,1256962,1501,1947
50.55,1260330,1505,1953
50.66,1262856,1508,1959
50.77,1265382,1511,1965
50.88,1267908,1514,1970
50.99,1270434,1517,1977
51.09,1273802,1521,1982
51.20,1276328,1524,1989
51.31,1278854,1527,1995
51.42,1281380,1530,2003
51.53,1284748,1534,2010
51.64,1287274,1537,2016
51.74,1289800,1540,2022
51.85,1292326,1543,2029
51.96,1294852,1546,2035
52.07,1298220,1550,2041
52.18,1300746,1553,2048
52.28,1303272,1556,2054
52.39,1305798,1559,2062
52.50,1308324,1562,2068
52.61,1311692,1566,2073
52.72,1314218,1569,2080
52.83,1316744,1572,2087
52.94,1319270,1575,2093
53.05,1322638,1579,2099
53.16,1325164,1582,2105
53.27,1327690,1585,2112
53.37,1330216,1588,2117
53.49,1333584,1592,2119
53.59,1336110,1595,2119
53.70,1338636,1598,2119
53.81,1341162,1601,2119
53.92,1343688,1604,2119
54.03,1347056,1608,2119
54.14,1349582,1611,2119
54.24,1352108,1614,2119
54.35,1354634,1617,2119
54.46,1358002,1621,2119
54.57,1360528,1624,2119
54.68,1363054,1627,2119
54.78,1365580,1630,2119
54.89,1368106,1633,2119
55.00,1371474,1637,2119
55.11,1374000,1640,2119
55.21,1376526,1643,2119
55.33,1379052,1646,2119
55.44,1382420,1650,2119
55.54,1384946,1653,2119
55.66,1387472,1656,2119
55.76,1389998,1659,2119
55.87,1393366,1663,2119
55.98,1395892,1666,2119
56.09,1398418,1669,2119
56.20,1400944,1672,2119
56.31,1403470,1675,2119
56.42,1406838,1679,2119
56.52,1409364,1682,2119
56.63,1411890,1685,2119
56.74,1414416,1688,2119
56.85,1416942,1691,2119
56.96,1420310,1695,2119
57.06,1422836,1698,2119
57.17,1425362,1701,2119
57.28,1427888,1704,2119
57.39,1430414,1707,2119
57.50,1433782,1711,2119
57.61,1436308,1714,2119
57.72,1438834,1717,2119
57.82,1441360,1720,2119
57.93,1444728,1724,2119
58.04,1447254,1727,2119
58.15,1449780,1730,2119
58.26,1452306,1733,2119
58.37,1455674,1737,2119
58.47,1458200,1740,2119
58.58,1460726,1743,2119
58.69,1463252,1746,2119
58.80,1465778,1749,2119
58.91,1469146,1753,2119
59.01,1471672,1756,2119
59.12,1474198,1759,2119
59.23,1476724,1762,2119
59.34,1479250,1765,2119
59.45,1482618,1769,2119
59.56,1485144,1772,2119
59.67,1487670,1775,2119
59.77,1490196,1778,2119
59.88,1493564,1782,2119
59.99,1496090,1785,2119
60.10,1498616,1788,2119
60.21,1501142,1791,2119
60.32,1504510,1795,2119
60.43,1507036,1798,2119
60.54,1509562,1801,2119
60.65,1512088,1804,2120
60.75,1514614,1807,2120
60.86,1517982,1811,2120
60.97,1520508,1814,2120
61.08,1523034,1817,2120
61.18,1525560,1820,2120
61.29,1528086,1823,2120
61.40,1531454,1827,2120
61.51,1533980,1830,2120
61.62,1536506,1833,2120
61.73,1539032,1836,2120
61.83,1541558,1839,2120
61.94,1544926,1843,2120
62.05,1547452,1846,2120
62.16,1549978,1849,2120
62.27,1552504,1852,2120
62.37,1555872,1856,2120
62.48,1558398,1859,2120
62.60,1560924,1862,2120
62.71,1563450,1865,2120
62.81,1566818,1869,2120
62.92,1569344,1872,2120
63.03,1571870,1875,2120
