1771359668,0,0,0
1771359669,0,0,0
1771359670,0,0,0
1771359671,0,0,0
1771359672,0,0,0
1771359673,0,0,0
1771359674,0,0,0
1771359675,0,0,0
1771359676,0,0,0
1771359677,0,0,0
1771359678,0,0,0
1771359679,0,0,0
1771359680,0,0,0
1771359681,0,0,0
1771359682,0,0,0
1771359683,0,0,0
1771359684,0,0,0
1771359685,0,0,0
1771359686,0,0,0
1771359687,0,0,0
1771359688,0,0,0
1771359689,0,0,0
1771359690,0,0,0
1771359691,0,0,0
1771359692,0,0,0
1771359693,0,0,0
1771359694,0,0,0
1771359695,0,0,0
1771359696,0,0,0
1771359697,0,0,0
1771359698,0,0,0
1771359699,0,0,0
1771359700,0,0,0
1771359701,0,0,0
1771359702,0,0,0
1771359703,0,0,0
1771359704,0,0,0
1771359705,0,0,0
1771359706,0,0,0
1771359707,0,0,0
1771359708,0,0,0
1771359709,0,0,0
1771359710,0,0,0
1771359711,0,0,0
1771359712,0,0,0
1771359713,0,0,0
1771359714,0,0,0
1771359715,0,0,0
1771359716,0,0,0
1771359717,0,0,0
1771359718,0,0,0
1771359719,0,0,0
1771359720,0,0,0
1771359721,0,0,0
1771359722,0,0,0
1771359723,0,0,0
1771359724,0,0,0
1771359725,0,0,0
1771359726,0,0,0
1771359727,0,0,0
1771359728,0,0,0
1771359729,0,0,0
1771359730,0,0,0
1771359731,0,0,0
1771359732,0,0,0
1771359733,0,0,0
1771359734,0,0,0
1771359735,0,0,0
1771359736,0,0,0
1771359737,0,0,0
1771359738,0,0,0
1771359739,0,0,0
1771359740,0,0,0
1771359741,0,0,0
1771359742,0,0,0
1771359743,0,0,0
1771359744,0,0,0
1771359745,0,0,0
1771359746,0,0,0
1771359747,0,0,0
1771359748,0,0,0
1771359749,0,0,0
1771359934,0,0,0
1771359935,0,0,0
1771359936,0,0,0
1771359937,0,0,0
1771359938,0,0,0
1771359939,0,0,0
1771359940,0,0,0
1771359941,0,0,0
1771359942,0,0,0
1771359943,60,0,0
1771359944,60,0,0
1771359945,60,0,0
1771359946,60,0,0
1771359947,60,0,0
1771359948,60,0,0
1771359949,60,0,0
1771359950,60,0,0
1771359951,60,0,0
1771359952,60,0,0
1771359953,60,0,0
1771359954,60,0,0
1771359955,60,0,0
1771359956,60,0,0
1771359957,60,0,0
1771359958,60,0,0
1771359959,60,0,0
1771359960,60,0,0
1771359961,60,0,0
1771359962,60,0,0
1771359963,60,0,0
1771359964,60,0,0
1771359965,60,0,0
1771359966,60,0,0
1771359967,60,0,0
1771359968,60,0,0
1771359969,60,0,0
1771359970,60,0,0
1771359971,60,0,0
1771359972,60,0,0
1771359973,60,0,0
1771359974,60,0,0
1771359975,60,0,0
1771359976,60,0,0
1771359977,60,0,0
1771359978,60,0,0
1771359979,60,0,0
1771359980,60,0,0
1771359981,60,0,0
1771359982,60,0,0
1771359983,60,0,0
1771359984,60,0,0
1771359985,60,0,0
1771359986,60,0,0
1771359987,60,0,0
1771359988,60,0,0
1771359989,60,0,0
1771359990,60,0,0
1771359991,60,0,0
1771359992,60,0,0
1771359993,60,0,0
1771359994,60,0,0
1771359995,60,0,0
1771359996,60,0,0
1771359997,60,0,0
1771359998,60,0,0
1771359999,60,0,0
1771360000,60,0,0
1771360001,60,0,0
1771360002,60,0,0
1771360003,60,0,0
1771360004,60,0,0
1771360005,60,0,0
1771360006,60,0,0
1771360007,60,0,0
1771360008,60,0,0
1771360009,60,0,0
1771360010,60,0,0
1771360011,60,0,0
1771360012,60,0,0
1771360013,60,0,0
1771360014,60,0,0
1771360015,60,0,0
1771360016,60,0,0
1771360017,60,0,0
1771360018,60,0,0
1771360019,60,0,0
1771360020,60,0,0
1771360022,60,0,0
1771360023,60,0,0
1771360024,60,0,0
1771360025,60,0,0
1771360026,60,0,0
1771360027,60,0,0
1771360028,60,0,0
1771360029,60,0,0
1771360030,60,0,0
1771360031,60,0,0
1771360032,60,0,0
1771360033,60,0,0
1771360034,60,0,0
1771360035,60,0,0
1771360036,60,0,0
1771360037,60,0,0
1771360038,60,0,0
1771360039,60,0,0
1771360040,60,0,0
1771360041,60,0,0
1771360042,60,0,0
1771360043,60,0,0
1771360044,60,0,0
1771360045,60,0,0
1771360046,60,0,0
1771360047,60,0,0
1771360048,60,0,0
1771360049,60,0,0
1771360050,60,0,0
1771360051,60,0,0
1771360052,60,0,0
1771360053,60,0,0
1771360054,60,0,0
1771360055,60,0,0
1771360056,60,0,0
1771360057,60,0,0
1771360058,60,0,0
1771360059,60,0,0
1771360060,60,0,0
1771360061,60,0,0
1771360062,60,0,0
1771360063,60,0,0
1771360064,60,0,0
1771360065,60,0,0
1771360066,60,0,0
1771360067,60,0,0
1771360068,60,0,0
1771360069,60,0,0
1771360070,60,0,0
1771360071,60,0,0
1771360072,60,0,0
1771360073,60,0,0
1771360074,60,0,0
